match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,3.3,Paarl Royals,MI Cape Town,JC Buttler,JJ Roy,GF Linde,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,3.4,Paarl Royals,MI Cape Town,JC Buttler,JJ Roy,GF Linde,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,3.5,Paarl Royals,MI Cape Town,JC Buttler,JJ Roy,GF Linde,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,3.6,Paarl Royals,MI Cape Town,JC Buttler,JJ Roy,GF Linde,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,4.1,Paarl Royals,MI Cape Town,JC Buttler,JJ Roy,JC Archer,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,4.2,Paarl Royals,MI Cape Town,JC Buttler,JJ Roy,JC Archer,6,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,4.3,Paarl Royals,MI Cape Town,JC Buttler,JJ Roy,JC Archer,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,4.4,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,JC Archer,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,4.5,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,JC Archer,2,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,4.6,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,JC Archer,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,5.1,Paarl Royals,MI Cape Town,JC Buttler,JJ Roy,Rashid Khan,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,5.2,Paarl Royals,MI Cape Town,JC Buttler,JJ Roy,Rashid Khan,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,5.3,Paarl Royals,MI Cape Town,JC Buttler,JJ Roy,Rashid Khan,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,5.4,Paarl Royals,MI Cape Town,JC Buttler,JJ Roy,Rashid Khan,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,5.5,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,Rashid Khan,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,5.6,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,Rashid Khan,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,6.1,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,D Jansen,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,6.2,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,D Jansen,0,1,1,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,6.3,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,D Jansen,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,6.4,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,D Jansen,2,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,6.5,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,D Jansen,0,1,1,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,6.6,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,D Jansen,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,6.7,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,D Jansen,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,6.8,Paarl Royals,MI Cape Town,JJ Roy,JC Buttler,D Jansen,0,0,,,,,,caught,JJ Roy,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,7.1,Paarl Royals,MI Cape Town,JC Buttler,DJ Vilas,Rashid Khan,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,7.2,Paarl Royals,MI Cape Town,DJ Vilas,JC Buttler,Rashid Khan,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,7.3,Paarl Royals,MI Cape Town,JC Buttler,DJ Vilas,Rashid Khan,2,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,7.4,Paarl Royals,MI Cape Town,JC Buttler,DJ Vilas,Rashid Khan,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,7.5,Paarl Royals,MI Cape Town,JC Buttler,DJ Vilas,Rashid Khan,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,7.6,Paarl Royals,MI Cape Town,DJ Vilas,JC Buttler,Rashid Khan,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,8.1,Paarl Royals,MI Cape Town,JC Buttler,DJ Vilas,D Jansen,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,8.2,Paarl Royals,MI Cape Town,JC Buttler,DJ Vilas,D Jansen,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,8.3,Paarl Royals,MI Cape Town,DJ Vilas,JC Buttler,D Jansen,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,8.4,Paarl Royals,MI Cape Town,DJ Vilas,JC Buttler,D Jansen,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,8.5,Paarl Royals,MI Cape Town,DJ Vilas,JC Buttler,D Jansen,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,8.6,Paarl Royals,MI Cape Town,JC Buttler,DJ Vilas,D Jansen,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,9.1,Paarl Royals,MI Cape Town,DJ Vilas,JC Buttler,OP Stone,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,9.2,Paarl Royals,MI Cape Town,DJ Vilas,JC Buttler,OP Stone,0,0,,,,,,bowled,DJ Vilas,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,9.3,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,OP Stone,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,9.4,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,OP Stone,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,9.5,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,OP Stone,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,9.6,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,OP Stone,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,10.1,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,SM Curran,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,10.2,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,SM Curran,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,10.3,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,SM Curran,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,10.4,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,SM Curran,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,10.5,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,SM Curran,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,10.6,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,SM Curran,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,11.1,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,OP Stone,0,1,1,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,11.2,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,OP Stone,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,11.3,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,OP Stone,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,11.4,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,OP Stone,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,11.5,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,OP Stone,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,11.6,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,OP Stone,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,11.7,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,OP Stone,0,1,1,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,11.8,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,OP Stone,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,12.1,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,Rashid Khan,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,12.2,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,Rashid Khan,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,12.3,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,Rashid Khan,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,12.4,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,Rashid Khan,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,12.5,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,Rashid Khan,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,12.6,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,Rashid Khan,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,13.1,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,JC Archer,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,13.2,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,JC Archer,1,1,,1,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,13.3,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,JC Archer,2,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,13.4,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,JC Archer,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,13.5,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,JC Archer,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,13.6,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,JC Archer,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,13.7,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,JC Archer,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,14.1,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,D Jansen,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,14.2,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,D Jansen,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,14.3,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,D Jansen,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,14.4,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,D Jansen,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,14.5,Paarl Royals,MI Cape Town,DA Miller,JC Buttler,D Jansen,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,14.6,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,D Jansen,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,15.1,Paarl Royals,MI Cape Town,JC Buttler,DA Miller,OP Stone,0,0,,,,,,bowled,JC Buttler,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,15.2,Paarl Royals,MI Cape Town,EJG Morgan,DA Miller,OP Stone,0,1,1,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,15.3,Paarl Royals,MI Cape Town,EJG Morgan,DA Miller,OP Stone,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,15.4,Paarl Royals,MI Cape Town,EJG Morgan,DA Miller,OP Stone,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,15.5,Paarl Royals,MI Cape Town,EJG Morgan,DA Miller,OP Stone,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,15.6,Paarl Royals,MI Cape Town,EJG Morgan,DA Miller,OP Stone,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,15.7,Paarl Royals,MI Cape Town,EJG Morgan,DA Miller,OP Stone,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,16.1,Paarl Royals,MI Cape Town,DA Miller,EJG Morgan,Rashid Khan,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,16.2,Paarl Royals,MI Cape Town,EJG Morgan,DA Miller,Rashid Khan,2,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,16.3,Paarl Royals,MI Cape Town,EJG Morgan,DA Miller,Rashid Khan,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,16.4,Paarl Royals,MI Cape Town,DA Miller,EJG Morgan,Rashid Khan,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,16.5,Paarl Royals,MI Cape Town,DA Miller,EJG Morgan,Rashid Khan,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,16.6,Paarl Royals,MI Cape Town,DA Miller,EJG Morgan,Rashid Khan,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,17.1,Paarl Royals,MI Cape Town,DA Miller,EJG Morgan,SM Curran,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,17.2,Paarl Royals,MI Cape Town,EJG Morgan,DA Miller,SM Curran,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,17.3,Paarl Royals,MI Cape Town,DA Miller,EJG Morgan,SM Curran,2,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,17.4,Paarl Royals,MI Cape Town,DA Miller,EJG Morgan,SM Curran,6,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,17.5,Paarl Royals,MI Cape Town,DA Miller,EJG Morgan,SM Curran,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,17.6,Paarl Royals,MI Cape Town,EJG Morgan,DA Miller,SM Curran,6,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,18.1,Paarl Royals,MI Cape Town,DA Miller,EJG Morgan,JC Archer,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,18.2,Paarl Royals,MI Cape Town,EJG Morgan,DA Miller,JC Archer,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,18.3,Paarl Royals,MI Cape Town,DA Miller,EJG Morgan,JC Archer,0,0,,,,,,caught,DA Miller,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,18.4,Paarl Royals,MI Cape Town,FD Adams,EJG Morgan,JC Archer,0,0,,,,,,caught,FD Adams,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,18.5,Paarl Royals,MI Cape Town,BC Fortuin,EJG Morgan,JC Archer,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,18.6,Paarl Royals,MI Cape Town,BC Fortuin,EJG Morgan,JC Archer,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,19.1,Paarl Royals,MI Cape Town,EJG Morgan,BC Fortuin,OP Stone,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,19.2,Paarl Royals,MI Cape Town,EJG Morgan,BC Fortuin,OP Stone,2,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,19.3,Paarl Royals,MI Cape Town,EJG Morgan,BC Fortuin,OP Stone,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,19.4,Paarl Royals,MI Cape Town,EJG Morgan,BC Fortuin,OP Stone,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,19.5,Paarl Royals,MI Cape Town,BC Fortuin,EJG Morgan,OP Stone,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",1,19.6,Paarl Royals,MI Cape Town,EJG Morgan,BC Fortuin,OP Stone,1,0,,,,,,run out,EJG Morgan,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,0.1,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,Codi Yusuf,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,0.2,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,Codi Yusuf,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,0.3,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,Codi Yusuf,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,0.4,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,Codi Yusuf,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,0.5,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,Codi Yusuf,0,1,,,1,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,0.6,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,Codi Yusuf,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,1.1,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,BC Fortuin,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,1.2,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,BC Fortuin,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,1.3,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,BC Fortuin,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,1.4,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,BC Fortuin,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,1.5,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,BC Fortuin,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,1.6,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,BC Fortuin,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,2.1,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,RR Simmonds,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,2.2,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,RR Simmonds,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,2.3,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,RR Simmonds,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,2.4,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,RR Simmonds,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,2.5,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,RR Simmonds,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,2.6,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,RR Simmonds,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,3.1,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,BC Fortuin,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,3.2,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,BC Fortuin,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,3.3,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,BC Fortuin,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,3.4,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,BC Fortuin,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,3.5,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,BC Fortuin,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,3.6,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,BC Fortuin,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,4.1,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,FD Adams,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,4.2,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,FD Adams,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,4.3,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,FD Adams,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,4.4,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,FD Adams,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,4.5,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,FD Adams,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,4.6,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,FD Adams,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,5.1,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,Codi Yusuf,6,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,5.2,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,Codi Yusuf,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,5.3,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,Codi Yusuf,0,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,5.4,MI Cape Town,Paarl Royals,D Brevis,RD Rickelton,Codi Yusuf,1,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,5.5,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,Codi Yusuf,4,0,,,,,,,,,
1343941,2022/23,2023-01-10,"Newlands, Cape Town",2,5.6,MI Cape Town,Paarl Royals,RD Rickelton,D Brevis,Codi Yusuf,1,0,,,,,,,,,
